what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1269290265317
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290269743
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290270353
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.textEnd",1269290299031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1269290310084
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290384397
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290384556
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1269290388722
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290396857
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290398735
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290419224
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290419802
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290420651
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290421514
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269290689462
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291229679
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291238856
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291239270
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291239474
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291240009
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291244074
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269291293973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269291294061
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291409724
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1269291417963
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291419322
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291419364
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291420382
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291421491
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291425660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1269291457458
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1269291490300
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291490588
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269291490634
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1269291492052
