what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.TypeHierarchy",1288703787464
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1288703787546
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1288703864454
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1288703864556
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.TypeHierarchy",1288703877001
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1288703880043
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.TypeHierarchy",1288703882083
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1288703897297
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288703897420
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1288703897420
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288703899770
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703906966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703960705
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288703965113
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703985400
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288703991939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703992028
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703995102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703995990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703996528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288703996990
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288703998917
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704005314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704724389
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704740330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704753169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288704756655
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704791638
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704831718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704844303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704844982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704846838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704847095
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704850207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704871640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704910814
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704911768
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704913622
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288704925316
